,File Name,Duration (s)
0,T6B72110000,184128
1,T6B72110001,191040
2,T6B72110002,180416
3,T6B72110003,492672
4,T6B72110004,244032
5,T6B72110005,178176
6,T6B72110006,119616
7,T6B72110007,264000
8,T6B72110008,226304
9,T6B72110009,468160
10,T6B72110010,642624
11,T6B72110011,237824
12,T6B72110012,164928
13,T6B72110013,257408
14,T6B72110014,229504
15,T6B72110015,335872
16,T6B72110016,608448
17,T6B72110017,479744
18,T6B72110018,208256
19,T6B72110019,197376
20,T6B72110020,180992
21,T6B72110021,406528
22,T6B72110022,280176
23,T6B72110023,165696
24,T6B72110024,280192
25,T6B72110025,270464
26,T6B72110026,121514
27,T6B72110027,164160
28,T6B72110028,215808
29,T6B72110029,181760
30,T6B72110030,209216
31,T6B72110031,280384
32,T6B72110032,199040
33,T6B72110033,151808
34,T6B72110034,176576
35,T6B72110035,163584
36,T6B72110036,205728
37,T6B72110037,573696
38,T6B72110038,335232
39,T6B72110039,183168
40,T6B72110040,162752
41,T6B72110041,390272
42,T6B72110042,178112
43,T6B72110043,132288
44,T6B72110044,329344
45,T6B72110045,219648
46,T6B72110046,155584
47,T6B72110047,467584
48,T6B72110048,323456
49,T6B72110049,195296
50,T6B72110050,175952
51,T6B72110051,240320
52,T6B72110052,197760
53,T6B72110053,337216
54,T6B72110054,233856
55,T6B72110055,252800
56,T6B72110056,253568
57,T6B72110057,159296
58,T6B72110058,178176
59,T6B72110059,296448
60,T6B72110060,287488
61,T6B72110061,252608
62,T6B72110062,252544
63,T6B72110063,429824
64,T6B72110064,263744
65,T6B72110065,185344
66,T6B72110066,166080
67,T6B72110067,525760
68,T6B72110068,187328
69,T6B72110069,219840
70,T6B72110070,221248
71,T6B72110071,193408
72,T6B72110072,432000
73,T6B72110073,336576
74,T6B72110074,525376
75,T6B72110075,177280
76,T6B72110076,272704
77,T6B72110077,321440
78,T6B72110078,277760
79,T6B72110079,210816
80,T6B72110080,270976
81,T6B72110081,221168
82,T6B72110082,100992
83,T6B72110083,110848
84,T6B72110084,375744
85,T6B72110085,114816
86,T6B72110086,185280
87,T6B72110087,213632
88,T6B72110088,703296
89,T6B72110089,458368
90,T6B72110090,300928
91,T6B72110091,207552
92,T6B72110092,241472
93,T6B72110093,173504
94,T6B72110094,137152
95,T6B72110095,532672
96,T6B72110096,278784
97,T6B72110097,123712
98,T6B72110098,324672
99,T6B72110099,162816
100,T6B72110100,456192
101,T6B72110101,124251
102,T6B72110102,230848
103,T6B72110103,217536
104,T6B72110104,226368
105,T6B72110105,329984
106,T6B72110106,114304
107,T6B72110107,300480
108,T6B72110108,361856
109,T6B72110109,405824
110,T6B72110110,317184
111,T6B72110111,294208
112,T6B72110112,241600
113,T6B72110113,203648
114,T6B72110114,195776
115,T6B72110115,303616
116,T6B72110116,241216
117,T6B72110117,176064
118,T6B72110118,302656
119,T6B72110119,140096
120,T6B72110120,189632
121,T6B72110121,230016
122,T6B72110122,928960
123,T6B72110123,169792
124,T6B72110124,455680
125,T6B72110125,145856
126,T6B72110126,459200
127,T6B72110127,297024
128,T6B72110128,344000
129,T6B72110129,628224
130,T6B72110130,271488
131,T6B72110131,194752
132,T6B72110132,260672
133,T6B72110133,253888
134,T6B72110134,162240
135,T6B72110135,213248
136,T6B72110136,157056
137,T6B72110137,173312
138,T6B72110138,229056
139,T6B72110139,342144
140,T6B72110140,367168
141,T6B72110141,218240
142,T6B72110142,259712
143,T6B72110143,230464
144,T6B72110144,205952
145,T6B72110145,200320
146,T6B72110146,210048
147,T6B72110147,475584
148,T6B72110148,212864
149,T6B72110149,206400
150,T6B72110150,142976
151,T6B72110151,166016
152,T6B72110152,327808
153,T6B72110153,910848
154,T6B72110154,358400
155,T6B72110155,295936
156,T6B72110156,281792
157,T6B72110157,260992
158,T6B72110158,201088
159,T6B72110159,309696
160,T6B72110160,387968
161,T6B72110161,205312
162,T6B72110162,204032
163,T6B72110163,157440
164,T6B72110164,302848
165,T6B72110165,581952
166,T6B72110166,141568
167,T6B72110167,99832
168,T6B72110168,99285
169,T6B72110169,426304
170,T6B72110170,370368
171,T6B72110171,159744
172,T6B72110172,158144
173,T6B72110173,169536
174,T6B72110174,288384
175,T6B72110175,385152
176,T6B72110176,264064
177,T6B72110177,311616
178,T6B72110178,376128
179,T6B72110179,225344
180,T6B72110180,218432
181,T6B72110181,360640
182,T6B72110182,232768
183,T6B72110183,178048
184,T6B72110184,197184
185,T6B72110185,219904
186,T6B72110186,277888
187,T6B72110187,279616
188,T6B72110188,355072
189,T6B72110189,317696
190,T6B72110190,476800
191,T6B72110191,183232
192,T6B72110192,255104
193,T6B72110193,194240
194,T6B72110194,403520
195,T6B72110195,173056
196,T6B72110196,231168
197,T6B72110197,548672
198,T6B72110198,186048
199,T6B72110199,369216
200,T6B72110200,277824
201,T6B72110201,166464
202,T6B72110202,297728
203,T6B72110203,217344
204,T6B72110204,499008
205,T6B72110205,228288
206,T6B72110206,303552
207,T6B72110207,332160
208,T6B72110208,420736
209,T6B72110209,153664
210,T6B72110210,199232
211,T6B72110211,1017280
212,T6B72110212,352448
213,T6B72110213,172720
214,T6B72110214,374848
215,T6B72110215,387072
216,T6B72110216,425728
217,T6B72110217,347072
218,T6B72110218,233280
219,T6B72110219,159872
220,T6B72110220,191104
